Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,14.6366584933704,14.890693358637,15.164391159404499,15.4591004895581,15.7724382174377,16.0968711950087,16.4221590097996,16.7405040012764,17.0488949050296
American Samoa,ASM,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,285.15,281.135,278.185,276.6,276.15,276.535,277.185,277.685,277.995
Andorra,AND,Individuals using the Internet (% of population),IT.NET.USER.ZS,70.04,78.53,81.0,81.0,86.43442461672579,94.0,95.9,96.91,97.93063712200208
Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,178.427659574468,179.70638297872298,179.67872340425498,178.19361702127702,175.38510638297902,171.88936170212799,168.559574468085,165.987234042553,164.427659574468
Angola,AGO,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.9,2.3,2.8,3.1,6.5,8.9,10.2,12.4,13.0
Angola,AGO,Population density (people per sq. km of land area),EN.POP.DNST,17.4536135397449,18.0873883051255,18.7447910483677,19.4261370016844,20.1300633672896,20.8537258362076,21.593379321408502,22.3464385978985,23.1117855137563
Antigua and Barbuda,ATG,Individuals using the Internet (% of population),IT.NET.USER.ZS,38.0,42.0,47.0,52.0,58.0,63.4,67.78,70.0,73.0
Antigua and Barbuda,ATG,Population density (people per sq. km of land area),EN.POP.DNST,210.177272727273,212.684090909091,215.138636363636,217.54318181818198,219.947727272727,222.327272727273,224.715909090909,227.097727272727,229.46136363636398
Arab World,ARB,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.495905679085897,21.4263493058454,24.775940694467103,26.582763949358,30.178232819163398,32.9280383552986,36.457958365527396,39.8518963862423,42.5250402156304
Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,24.9432951791191,25.5586659854842,26.1727010059096,26.7884111539717,27.405897450712,28.0222134109308,28.6345518364763,29.241091892676,29.8392457522579
Argentina,ARG,Individuals using the Internet (% of population),IT.NET.USER.ZS,28.112623479990695,34.0,45.0,51.0,55.8,59.9,64.7,68.0430641088122,70.96898082060241
Argentina,ARG,Population density (people per sq. km of land area),EN.POP.DNST,14.755923761916803,14.9083041922907,15.0634120050134,15.2216286828249,15.3823556924606,15.544298038871801,15.705657199025099,15.8650650968871,16.022066803328098
Armenia,ARM,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.21,15.3,25.0,32.0,37.5,41.9,54.6228058583362,64.3460297653742,67.0
Armenia,ARM,Population density (people per sq. km of land area),EN.POP.DNST,102.15033368458,101.46062521952899,101.064664559185,101.00389884088499,101.226624517035,101.63361433087499,102.08008429926201,102.456972251493,102.733263083948
Aruba,ABW,Individuals using the Internet (% of population),IT.NET.USER.ZS,52.0,58.0,62.0,69.0,74.0,78.9,83.78,88.66122693249599,93.542453865048
Aruba,ABW,Population density (people per sq. km of land area),EN.POP.DNST,563.072222222222,563.627777777778,564.827777777778,566.961111111111,569.872222222222,573.261111111111,576.638888888889,579.672222222222,582.344444444444
Australia,AUS,Individuals using the Internet (% of population),IT.NET.USER.ZS,71.67,74.25,76.0,79.4876977139029,79.0,83.453497167,84.0,84.560519347399,88.2386580521762
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,2.76599455892116,2.82359449643987,2.86785858401781,2.9079864103198303,2.96037319552738,3.0128868958515,3.0595183734037996,3.10464105801648,3.1515052783671598
Austria,AUT,Individuals using the Internet (% of population),IT.NET.USER.ZS,72.87,73.45,75.17,78.7399930986888,80.02999391699029,80.6188,80.9958249574764,83.9401419315026,84.3233312921004
Austria,AUT,Population density (people per sq. km of land area),EN.POP.DNST,100.771343457095,101.035663251714,101.28742536726,101.641731568174,102.114870266735,102.74169705928699,103.505386377131,104.61530724767599,105.80651454746
Azerbaijan,AZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,17.08,27.4,46.0,50.0,54.2,73.000001372,75.0000156363396,77.0,78.2
Azerbaijan,AZE,Population density (people per sq. km of land area),EN.POP.DNST,106.059762547351,108.291290455327,109.542344173442,110.976336228798,112.460790244139,113.923480806688,115.34881385867901,116.73107678163099,118.04328417792699
"Bahamas, The",BHS,Individuals using the Internet (% of population),IT.NET.USER.ZS,31.54,33.88,43.0,65.0,71.7482028146963,72.0,76.92,78.0,80.0
"Bahamas, The",BHS,Population density (people per sq. km of land area),EN.POP.DNST,34.8327672327672,35.4501498501498,36.047152847152795,36.62017982017979,37.166733266733296,37.6863136863137,38.1787212787213,38.64515484515479,39.084115884115896
Bahrain,BHR,Individuals using the Internet (% of population),IT.NET.USER.ZS,51.95,53.0,55.0,76.9999665032303,88.0,90.0000397,90.50313348146558,93.4783011354165,97.99998070241459
Bahrain,BHR,Population density (people per sq. km of land area),EN.POP.DNST,1466.56578947368,1559.2486842105302,1628.4278215223098,1666.58279009126,1688.5935064935097,1708.3259740259698,1733.32944228275,1779.3190661478602,1848.4708171206198
Bangladesh,BGD,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.5,3.1,3.7,4.5,5.0,6.63,13.9,14.4,18.246938002944898
Bangladesh,BGD,Population density (people per sq. km of land area),EN.POP.DNST,1143.16519935469,1155.8324345087199,1168.84921256818,1182.39161097027,1196.33596834908,1210.50389490666,1224.5930629177199,1238.38738572636,1251.83652147192
Barbados,BRB,Individuals using the Internet (% of population),IT.NET.USER.ZS,61.4,64.7,65.1,66.5,71.2,71.8,75.16,76.11,79.5493978888735
Barbados,BRB,Population density (people per sq. km of land area),EN.POP.DNST,644.927906976744,647.604651162791,650.1604651162789,652.560465116279,654.848837209302,656.997674418605,659.03488372093,660.96976744186,662.781395348837
Belarus,BLR,Individuals using the Internet (% of population),IT.NET.USER.ZS,23.0,27.43,31.8,39.648895659896105,46.91,54.17,59.02,67.3,71.1130457603832
Belarus,BLR,Population density (people per sq. km of land area),EN.POP.DNST,46.95901922129129,46.8729168721033,46.7746821094135,46.686570400670206,46.6438075994283,46.651209896013,46.6931693854418,46.767611256222,46.826346656153
Belgium,BEL,Individuals using the Internet (% of population),IT.NET.USER.ZS,66.0,70.0,75.0,81.60999599559521,80.71999054820421,82.1702,85.0,85.0529,86.5165
Belgium,BEL,Population density (people per sq. km of land area),EN.POP.DNST,353.69791941875803,356.555250990753,359.827807133421,364.85284015852005,367.51142668428,369.313639365918,370.180217965654,372.33143989432,374.45429326287996
Belize,BLZ,Individuals using the Internet (% of population),IT.NET.USER.ZS,26.3,27.2,28.2,30.7,31.0,33.6,38.7,41.589999999835,44.57574032
Belize,BLZ,Population density (people per sq. km of land area),EN.POP.DNST,13.422402455063601,13.762779482683001,14.0994300745287,14.431915826391899,14.76111354669,15.089039894783001,15.4184129767646,15.751337132836499,16.0874177992109
Benin,BEN,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.85,2.24,3.13,4.14832306562512,4.5,4.9,6.0,11.2549879092022,11.994047908223
Benin,BEN,Population density (people per sq. km of land area),EN.POP.DNST,77.1276693863072,79.3251684994679,81.5826445548067,83.90211067754521,86.2820148989003,88.7234036892515,91.2266051791415,93.7916991841078,96.4198119900674
Bermuda,BMU,Individuals using the Internet (% of population),IT.NET.USER.ZS,82.3,83.25,84.21,88.336,91.2993045243401,95.3,96.8,98.32360965372509,98.0
Bermuda,BMU,Population density (people per sq. km of land area),EN.POP.DNST,1305.46,1312.72,1302.48,1291.28,1295.96,1300.02,1302.78,1305.0,1307.52
Bhutan,BTN,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.55,7.17,13.6,14.4,15.6,22.4,30.3,39.8,41.7726445321672
Bhutan,BTN,Population density (people per sq. km of land area),EN.POP.DNST,18.3894325366634,18.7438150956266,19.089671275284,19.4272896607813,19.754099220820102,20.0687619697248,20.370123566912397,20.6570821418265,20.9293753443345
Bolivia,BOL,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.5,16.8,22.4,30.0,35.34,36.99,34.6,35.56227065,39.6975146032685
Bolivia,BOL,Population density (people per sq. km of land area),EN.POP.DNST,8.86167728237792,9.00835225699252,9.155582017908241,9.30337210375704,9.45167912858857,9.600539093510571,9.74998523031478,9.90003230868642,10.050661866519
Bosnia and Herzegovina,BIH,Individuals using the Internet (% of population),IT.NET.USER.ZS,34.66,37.74,42.75,43.8876865285545,45.0645004334763,48.52131417344211,49.9177324336354,52.6027298844675,54.7370743874818
Bosnia and Herzegovina,BIH,Population density (people per sq. km of land area),EN.POP.DNST,73.50779296875,73.17501953125,72.696953125,72.04814453125,71.25390625,70.41013671875,69.6484765625,69.06173828125,68.6878125
Botswana,BWA,Individuals using the Internet (% of population),IT.NET.USER.ZS,6.25,6.15,6.0,9.0,16.0,30.0,36.74474744423,37.3120503733278,39.36299738
Botswana,BWA,Population density (people per sq. km of land area),EN.POP.DNST,3.4343532193460695,3.49351895964569,3.55524853104653,3.6196054558608197,3.6866144372099603,3.75576906110494,3.8264658655797303,3.89814726589381,3.97060328551515
Brazil,BRA,Individuals using the Internet (% of population),IT.NET.USER.ZS,33.83,39.22,40.65,45.69,48.56,51.04,54.55100187963921,58.327951734092395,60.872540068126106
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,23.0887528804255,23.3181061815189,23.545462148277,23.7716391445944,23.995887003567802,24.2169468326685,24.4328442691795,24.6420983615972,24.844387028693
British Virgin Islands,VGB,Individuals using the Internet (% of population),IT.NET.USER.ZS,,36.0,37.0,37.4,37.6,,,,
British Virgin Islands,VGB,Population density (people per sq. km of land area),EN.POP.DNST,170.693333333333,176.31333333333302,181.49333333333303,186.00666666666697,190.06,193.706666666667,197.25333333333302,200.75333333333302,204.40666666666698
Brunei Darussalam,BRN,Individuals using the Internet (% of population),IT.NET.USER.ZS,46.0,49.0,53.0,56.0,60.273065042319296,64.5,68.77,71.2,90.0
Brunei Darussalam,BRN,Population density (people per sq. km of land area),EN.POP.DNST,71.9643263757116,72.8220113851992,73.7499051233397,74.76527514231499,75.85351043643259,76.9859582542694,78.12220113851991,79.22998102466791,80.3028462998102
Bulgaria,BGR,Individuals using the Internet (% of population),IT.NET.USER.ZS,39.67,45.0,46.23,47.9799930506026,51.8999876658503,53.0615,55.49,56.6563,59.82554766101401
Bulgaria,BGR,Population density (people per sq. km of land area),EN.POP.DNST,68.98592210662,68.57445652173911,68.1245302137067,67.6890935887988,67.2981577008106,66.922577376566,66.5432756079587,66.12003500368459,65.6579034635225
Burkina Faso,BFA,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.92,1.13,2.4,3.0,3.7250349159767504,9.1,9.4,11.387646166247,13.96
Burkina Faso,BFA,Population density (people per sq. km of land area),EN.POP.DNST,53.690519005847996,55.340274122806996,57.036611842105295,58.7788888888889,60.5673099415205,62.4003033625731,64.2762317251462,66.1938011695906,68.1521673976608
Burundi,BDI,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.81,0.9,1.0,1.11,1.21999994477793,1.2642181112,1.38,4.86622446359511,5.17362677652886
Burundi,BDI,Population density (people per sq. km of land area),EN.POP.DNST,319.792211838006,330.569742990654,341.391355140187,352.161526479751,362.917056074766,373.839018691589,385.194314641745,397.16783489096605,409.817640186916
Cabo Verde,CPV,Individuals using the Internet (% of population),IT.NET.USER.ZS,14.0,21.0,30.0,32.0,34.74,37.5,40.26,47.96162392,50.3228178676892
Cabo Verde,CPV,Population density (people per sq. km of land area),EN.POP.DNST,122.01563275434201,123.3158808933,124.66104218362301,126.071215880893,127.53821339950399,129.05856079404498,130.62952853598,132.236476426799,133.885856079404
Cambodia,KHM,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.51,0.53,1.26,3.1,4.94,6.8,14.0,22.32743536,32.3984517141849
Cambodia,KHM,Population density (people per sq. km of land area),EN.POP.DNST,78.6342000906413,79.82216179469751,81.0601631543168,82.3582936777702,83.71213460231141,85.1047586675731,86.5102537956039,87.90865057783822,89.29509404033541
Cameroon,CMR,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.4,3.84,4.3,5.0,7.5,10.0,16.2148722257524,20.6801476606263,25.0
Cameroon,CMR,Population density (people per sq. km of land area),EN.POP.DNST,39.997055277019705,41.108800321550206,42.246821518478605,43.4102240274164,44.59897823189689,45.8118402403165,47.047669818704904,48.3055615493643,49.5847115567684
Canada,CAN,Individuals using the Internet (% of population),IT.NET.USER.ZS,76.7,80.3,80.3,83.0,83.0,85.8,87.12,88.47,89.84
Canada,CAN,Population density (people per sq. km of land area),EN.POP.DNST,3.6559890515323596,3.69808478794217,3.73951026611287,3.77662530749952,3.82146662839762,3.8656547361799802,3.9077702669266303,3.9404490675217794,3.9879654830752904
Cayman Islands,CYM,Individuals using the Internet (% of population),IT.NET.USER.ZS,61.0,64.5,66.0,69.46594499,69.7,71.4,74.1,77.0,79.0
Cayman Islands,CYM,Population density (people per sq. km of land area),EN.POP.DNST,220.525,226.1625,231.27916666666698,235.74583333333302,239.679166666667,243.2125,246.55,249.84583333333302,253.1875
Central African Republic,CAF,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.0,1.8,2.0,2.2,3.0,3.4,3.6,3.8,4.0
Central African Republic,CAF,Population density (people per sq. km of land area),EN.POP.DNST,6.97516132139073,7.069617002150951,7.14071880317185,7.1850669363382496,7.207961732318849,7.222788853574751,7.24805290699541,7.29734501910174,7.375230344473339
Chad,TCD,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.19,1.5,1.7,1.9,2.10000000005453,2.5,2.9,3.5,5.0
Chad,TCD,Population density (people per sq. km of land area),EN.POP.DNST,8.84201159466328,9.13499523506989,9.44028113087675,9.75909386912325,10.0898467280813,10.4301056226175,10.7762372935197,11.1256456480305,11.477559561626402
Channel Islands,CHI,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,
Channel Islands,CHI,Population density (people per sq. km of land area),EN.POP.DNST,829.373684210526,834.752631578947,839.9,844.721052631579,849.252631578947,853.578947368421,857.731578947368,861.8842105263161,866.005263157895
Chile,CHL,Individuals using the Internet (% of population),IT.NET.USER.ZS,37.3,41.56,45.0,52.2496072877744,55.05,58.0,61.11,64.289,66.01
Chile,CHL,Population density (people per sq. km of land area),EN.POP.DNST,22.409179430071603,22.6344555446168,22.8549060430486,23.070099202186302,23.280431776978002,23.4865237810881,23.6893610496925,23.8895985646885,24.087401752715397
China,CHN,Individuals using the Internet (% of population),IT.NET.USER.ZS,22.6,28.9,34.3,38.3,42.3001174855995,45.8,47.9,50.3,53.2
China,CHN,Population density (people per sq. km of land area),EN.POP.DNST,141.097705219827,141.801244134798,142.487743405,143.172112343875,143.87139360203997,144.583456848168,145.317355990401,146.057646126616,146.850661963179
Colombia,COL,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.6,30.0,36.5,40.3509157546318,48.98,51.7,52.57,55.9049725142924,58.13649357287029
Colombia,COL,Population density (people per sq. km of land area),EN.POP.DNST,40.47007120324471,40.9339170797657,41.386297431275395,41.826630013519605,42.2545966651645,42.6705552050473,43.07517890941871,43.468857142857104,43.8516620099144
Comoros,COM,Individuals using the Internet (% of population),IT.NET.USER.ZS,3.0,3.5,5.1,5.5,5.9752963084285495,6.5,6.98,7.459161385649001,7.9383227708029995
Comoros,COM,Population density (people per sq. km of land area),EN.POP.DNST,353.159054271897,361.768941429339,370.602901665771,379.671681891456,388.96722192369697,398.441698011822,408.052122514777,417.74529822676004,427.512627619559
"Congo, Dem. Rep.",COD,Individuals using the Internet (% of population),IT.NET.USER.ZS,0.44,0.56,0.72,1.2,1.6799610146450001,2.2,3.0,3.7999995072729997,6.209974060301191
"Congo, Dem. Rep.",COD,Population density (people per sq. km of land area),EN.POP.DNST,26.6309115370195,27.528918638759603,28.461332127654902,29.4274925564059,30.426625791226503,31.4576356939635,32.5192915903928,33.6104713173507,34.7306645199709
"Congo, Rep.",COG,Individuals using the Internet (% of population),IT.NET.USER.ZS,4.2875099027648105,4.5,5.0,5.6,6.106695024358361,6.6,7.11,7.61597466209,8.121949323466001
"Congo, Rep.",COG,Population density (people per sq. km of land area),EN.POP.DNST,12.051054172767198,12.4559648609078,12.8453674963397,13.2144363103953,13.5676808199122,13.913303074670598,14.263838945827198,14.6285446559297,15.009724743777499
Costa Rica,CRI,Individuals using the Internet (% of population),IT.NET.USER.ZS,32.29,34.33,36.5,39.2121959961842,47.5,45.96,53.0,59.762950137168104,66.028712851114
Costa Rica,CRI,Population density (people per sq. km of land area),EN.POP.DNST,86.7510379945163,87.90174304739521,89.0184097140619,90.09937328632981,91.15005875440659,92.17393262828051,93.1761652957305,94.160830395613,95.12875048962009
Cote d'Ivoire,CIV,Individuals using the Internet (% of population),IT.NET.USER.ZS,1.9,2.0,2.7,2.9,5.0,12.0,19.2742298,21.88520842,26.5272256146313
Cote d'Ivoire,CIV,Population density (people per sq. km of land area),EN.POP.DNST,61.3144213836478,62.6929748427673,64.15512893081761,65.7085251572327,67.3540974842767,69.0764528301887,70.8533018867925,72.6681509433962,74.51546855345909
Croatia,HRV,Individuals using the Internet (% of population),IT.NET.USER.ZS,44.24,50.58,56.55,57.7899789891444,61.9399731527956,66.7476,68.57,69.8031,72.69730604589441
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,79.2442458899214,79.1472122944961,78.945335954253,76.4943173695497,76.26086490350251,76.0487669764117,75.73961758398859,75.11801286633309,74.59522873481059
Cuba,CUB,Individuals using the Internet (% of population),IT.NET.USER.ZS,12.94,14.33,15.9,16.0172907996413,21.2,27.93,29.0701843656523,37.3050974155373,38.76586728
Cuba,CUB,Population density (people per sq. km of land area),EN.POP.DNST,106.254735062007,106.337861706126,106.473609545284,106.25427884300501,106.92581423968299,109.500738821723,109.97661026725599,110.18488752163,110.32476446837099
Curacao,CUW,Individuals using the Internet (% of population),IT.NET.USER.ZS,,,,,,,,,61.855510740634
Curacao,CUW,Population density (people per sq. km of land area),EN.POP.DNST,328.558558558559,330.704954954955,334.91666666666697,339.709459459459,342.540540540541,346.445945945946,351.146396396396,355.810810810811,359.601351351351
Cyprus,CYP,Individuals using the Internet (% of population),IT.NET.USER.ZS,42.31,49.81,52.99,56.859892350350705,60.6898684001903,65.4548,69.33,71.7159,75.90036019051242
Cyprus,CYP,Population density (people per sq. km of land area),EN.POP.DNST,117.052272727273,118.839393939394,120.412012987013,121.73538961039,122.842207792208,123.798268398268,124.708766233766,125.647727272727,126.636904761905
Czech Republic,CZE,Individuals using the Internet (% of population),IT.NET.USER.ZS,62.97,64.43,68.82,70.49,73.4300078241036,74.1104,74.2317116367383,75.66883869927901,76.4812013779572
Czech Republic,CZE,Population density (people per sq. km of land area),EN.POP.DNST,134.42851779935302,135.196582524272,135.608622475401,135.889280165717,136.097177262722,136.14232811083798,136.32103354487802,136.57160062160102,136.851858567543
Denmark,DNK,Individuals using the Internet (% of population),IT.NET.USER.ZS,85.02,86.84,88.72,89.8100133895232,92.2600117153012,94.6297,95.99,96.3305,96.96778525166451
Denmark,DNK,Population density (people per sq. km of land area),EN.POP.DNST,129.47492340325198,130.169573415037,130.749069054914,131.288522271977,133.164372469636,133.720695403668,134.400452488688,135.353250773994,135.53570583502898
Djibouti,DJI,Individuals using the Internet (% of population),IT.NET.USER.ZS,2.26,4.0,6.5,7.0,8.26723289204519,9.5,10.71,11.9224314345,13.1349151074
Djibouti,DJI,Population density (people per sq. km of land area),EN.POP.DNST,35.50189818809321,36.1018119068162,36.7189818809318,37.357075064711,38.0148835202761,38.683692838654,39.3513373597929,40.009232096634996,40.652847282139795
Dominica,DMA,Individuals using the Internet (% of population),IT.NET.USER.ZS,41.16,42.02,47.45,48.6,49.8,51.0,57.5,65.0,67.03
Dominica,DMA,Population density (people per sq. km of land area),EN.POP.DNST,94.7653333333333,94.97200000000001,95.2533333333333,95.624,96.0586666666667,96.5333333333333,97.03733333333331,97.54933333333331,98.0573333333333
Dominican Republic,DOM,Individuals using the Internet (% of population),IT.NET.USER.ZS,20.82,27.72,31.4,38.0,42.32,45.9,49.58,54.215766336978504,61.3281904077621
Dominican Republic,DOM,Population density (people per sq. km of land area),EN.POP.DNST,199.47257296626,202.189153384392,204.88480645828997,207.55733802525398,210.203891533844,212.819209273442,215.397309045746,217.934050921134,220.42622645415
East Asia & Pacific,EAS,Individuals using the Internet (% of population),IT.NET.USER.ZS,25.2995101051211,29.5535990899653,34.2697996825574,37.3984393438709,40.7375318363548,44.603836058529,46.8366418501962,49.8297462108206,52.932045318795005
East Asia & Pacific,EAS,Population density (people per sq. km of land area),EN.POP.DNST,89.28712906568451,89.8991383060432,90.50563751299481,91.1115338687485,91.73275575846858,92.356992449458,92.98984821036129,93.6197877211765,94.260274552689
East Asia & Pacific (excluding high income),EAP,Individuals using the Internet (% of population),IT.NET.USER.ZS,19.2584406085185,23.766312536349,28.9574820384007,32.3822165385801,36.061100303371205,39.696403722712496,42.0464015786606,45.213080926807,48.4161275154768
East Asia & Pacific (excluding high income),EAP,Population density (people per sq. km of land area),EN.POP.DNST,121.80450080253999,122.68083190600099,123.556052681966,124.44010865850201,125.342788554499,126.255875435581,127.17736323389799,128.093174782846,129.028748984903
Ecuador,ECU,Individuals using the Internet (% of population),IT.NET.USER.ZS,18.8,24.6,29.03,31.3668083587433,35.1351464545516,40.279121941,45.590390666609494,48.9404337892669,54.062924728886394
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,58.171855371235296,59.15314462876471,60.133234015139294,61.1103035915606,62.085947817684,63.0598606861008,64.032501207924,65.0038975680464,65.9730552423901
