Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Macedonia, FYR",MKD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,10.08
"Macedonia, FYR",MKD,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
"Macedonia, FYR",MKD,Income share held by highest 10%,SI.DST.10TH.10,..,..,27.1,27.1,26.7,25.6,25,..,..,..
"Macedonia, FYR",MKD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.305,74.457,74.632,74.824,75.019,75.207,75.384,75.549,75.703,..
Madagascar,MDG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.221,35.697,35.204,34.754,34.35,33.993,33.679,33.4,33.145,..
Madagascar,MDG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,3.94
Madagascar,MDG,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,228,218,216,215,216,219,223,227,229,..
Madagascar,MDG,Income share held by highest 10%,SI.DST.10TH.10,..,..,34.3,..,33.5,..,..,..,..,..
Madagascar,MDG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.509,62.944,63.388,63.836,64.28,64.713,65.133,65.539,65.932,..
Malawi,MWI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.816,41.113,40.321,39.503,38.73,38.054,37.495,37.053,36.704,..
Malawi,MWI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,3.94
Malawi,MWI,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,166,155,149,145,142,140,139,139,139,..
Malawi,MWI,Income share held by highest 10%,SI.DST.10TH.10,..,..,36.9,..,..,..,..,..,..,..
Malawi,MWI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.177,55.745,57.263,58.667,59.927,61.02,61.932,62.661,63.223,..
Malaysia,MYS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.464,17.349,17.263,17.2,17.159,17.135,17.115,17.09,17.052,..
Malaysia,MYS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,16.74
Malaysia,MYS,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,26,26,26,25,24,23,20,17,14,..
Malaysia,MYS,Income share held by highest 10%,SI.DST.10TH.10,..,34.6,..,..,..,..,..,..,..,..
Malaysia,MYS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.852,74.022,74.21,74.408,74.606,74.797,74.976,75.143,75.3,..
Maldives,MDV,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.629,19.736,19.816,19.824,19.739,19.546,19.236,18.806,18.27,..
Maldives,MDV,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,9.19
Maldives,MDV,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,100,90,79,67,58,51,45,39,34,..
Maldives,MDV,Income share held by highest 10%,SI.DST.10TH.10,..,29.9,..,..,..,..,..,..,..,..
Maldives,MDV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.648,75.92,76.112,76.259,76.401,76.571,76.783,77.042,77.339,..
Mali,MLI,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,47.408,46.915,46.359,45.751,45.115,44.47,43.834,43.219,42.634,..
Mali,MLI,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.42
Mali,MLI,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,45,37,31,27,24,23,23,23,23,..
Mali,MLI,Income share held by highest 10%,SI.DST.10TH.10,..,25.7,..,..,..,..,..,..,..,..
Mali,MLI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.193,54.756,55.249,55.694,56.122,56.556,57.007,57.478,57.966,..
Malta,MLT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8,9.8,9.4,10,9.8,9.5,9.8,10,10.2,..
Malta,MLT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.83
Malta,MLT,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Malta,MLT,Income share held by highest 10%,SI.DST.10TH.10,22.5,23.7,22.7,23.2,23.4,23.1,23.3,..,..,..
Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.6365853658537,80.2414634146342,81.3975609756098,80.7463414634146,80.7463414634146,81.7463414634146,81.9463414634146,81.7975609756098,81.7975609756098,..
Marshall Islands,MHL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,31.2321571314377,..,..,..,..,..,..
Marshall Islands,MHL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,30.53
Marshall Islands,MHL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Marshall Islands,MHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.622,36.414,36.191,35.94,35.654,35.33,34.969,34.574,34.155,..
Mauritania,MRT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.42
Mauritania,MRT,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,68,60,54,51,49,46,41,37,36,..
Mauritania,MRT,Income share held by highest 10%,SI.DST.10TH.10,26.2,..,..,..,..,..,24.9,..,..,..
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.461,61.73,61.997,62.253,62.492,62.711,62.907,63.082,63.238,..
Mauritius,MUS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.2,12.3,12,11.7,11.5,10.9,10.6,10.1,10.4,..
Mauritius,MUS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,22.02
Mauritius,MUS,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,38,37,37,35,35,36,36,36,35,..
Mauritius,MUS,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,29,..,..,..,..,..
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.5707317073171,72.8824390243903,72.9673170731707,73.2668292682927,73.8634146341464,74.0170731707317,74.1943902439024,74.3531707317073,74.3948780487805,..
Mexico,MEX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.609,20.287,19.992,19.714,19.435,19.145,18.837,18.512,18.173,..
Mexico,MEX,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,13.06
Mexico,MEX,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,31,30,29,29,30,31,30,30,29,..
Mexico,MEX,Income share held by highest 10%,SI.DST.10TH.10,35.2,..,35.8,..,36.1,..,37.2,..,34.8,..
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.802,75.948,76.096,76.251,76.412,76.579,76.753,76.933,77.118,..
"Micronesia, Fed. Sts.",FSM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.38,24.004,23.745,23.598,23.539,23.539,23.579,23.64,23.708,..
"Micronesia, Fed. Sts.",FSM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,12.02
"Micronesia, Fed. Sts.",FSM,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,29.7,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.375,68.484,68.582,68.673,68.765,68.862,68.966,69.078,69.195,..
Middle East & North Africa,MEA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.0711608177671,24.2088805348564,24.3186574414467,24.338611368894,24.2660527421704,24.0660062682848,23.7529871780264,23.3174893974602,22.7946006639802,..
Middle East & North Africa,MEA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,11.4282623940215
Middle East & North Africa,MEA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,60.9413152786004,60.5266015115383,58.6433407762725,56.1599693742364,53.1453214172924,51.1756657496721,50.001790160766,48.6618817991802,47.0923418532337,..
Middle East & North Africa,MEA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.8339535789692,72.0600866040711,72.2717696079666,72.4739693721583,72.6754926414208,72.8849023505286,73.0877371857513,73.2857581521174,73.4917998008008,..
Middle East & North Africa (excluding high income),MNA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.601973830424,24.8489621764446,25.0544377047306,25.1645215618467,25.1475423170838,24.9873484972681,24.6793160496401,24.2360657633001,23.6879401463915,..
Middle East & North Africa (excluding high income),MNA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,10.6312097126532
Middle East & North Africa (excluding high income),MNA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,65.9965683951072,65.547113683494,63.5202715713646,60.9365427236839,57.7662254775761,55.8270796442062,54.8012613051411,53.483888690548,51.9326901830015,..
Middle East & North Africa (excluding high income),MNA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.3286692527804,71.5462921103223,71.7548050000703,71.9593278782989,72.1641462021743,72.3714973554048,72.5788298451069,72.7857363593388,72.9919202205411,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.4980192018546,24.7489250558856,24.9580424429927,25.0708883253203,25.0554509476041,24.8953424344461,24.5858989298701,24.1399317400142,23.5881339600519,..
Middle East & North Africa (IDA & IBRD countries),TMN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,10.6316613243573
Middle East & North Africa (IDA & IBRD countries),TMN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,65.9965683951072,65.547113683494,63.5202715713646,60.9365427236839,57.7662254775761,55.8270796442062,54.8012613051411,53.483888690548,51.9326901830015,..
Middle East & North Africa (IDA & IBRD countries),TMN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.3198855696667,71.537988395773,71.7468881033032,71.951730832412,72.1568690009103,72.3645674110061,72.5722434333651,72.7794841406427,72.9859888575887,..
Middle income,MIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.0188723690803,19.8494935755519,19.6137518763878,19.4387675173907,19.3246794407721,19.1370200458258,19.034753070825,18.7716312620925,18.5438838516445,..
Middle income,MIC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.99541452533106
Middle income,MIC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,111.102645628909,104.833365228774,98.7640496891215,94.0744347070766,89.4536221142629,86.1741284697248,83.7541144678607,81.4811456291593,79.3981392672315,..
Middle income,MIC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Middle income,MIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.2400305993889,69.5642625130008,69.8557975594871,70.1560017377865,70.4235363940129,70.6809432855081,70.9084091299172,71.1266833653779,71.3337250409241,..
Moldova,MDA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.88,11.004,11.058,11.038,10.962,10.849,10.701,10.524,10.323,..
Moldova,MDA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.72
Moldova,MDA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,Income share held by highest 10%,SI.DST.10TH.10,27.1,25,25.4,24.5,23.6,23.3,22.1,22.5,22.7,..
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.671,69.119,69.616,70.117,70.577,70.961,71.258,71.468,71.61,..
Monaco,MCO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,8.1,7.8,..
Monaco,MCO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.46
Monaco,MCO,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.816,23.778,24.609,25.207,25.525,25.543,25.261,24.711,23.958,..
Mongolia,MNG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.82
Mongolia,MNG,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,264,243,223,205,192,182,174,165,156,..
Mongolia,MNG,Income share held by highest 10%,SI.DST.10TH.10,..,..,25.7,26.6,26.2,..,25.5,..,25.6,..
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.449,66.92,67.383,67.82,68.215,68.558,68.847,69.087,69.287,..
Montenegro,MNE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.968,12.779,12.565,12.335,12.105,11.888,11.691,11.516,11.363,..
Montenegro,MNE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,10.08
Montenegro,MNE,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Montenegro,MNE,Income share held by highest 10%,SI.DST.10TH.10,24.5,24.9,22.6,24.7,24.5,24.9,25.7,..,..,..
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.462,74.858,75.28,75.7,76.089,76.43,76.712,76.938,77.116,..
Morocco,MAR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.203,21.249,21.289,21.283,21.203,21.03,20.759,20.397,19.965,..
Morocco,MAR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.14
Morocco,MAR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,39,39,39,39,37,35,34,33,31,..
Morocco,MAR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.097,73.572,73.999,74.377,74.717,75.026,75.309,75.573,75.821,..
Mozambique,MOZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,42.347,41.92,41.491,41.062,40.633,40.204,39.778,39.36,38.953,..
Mozambique,MOZ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,3.3
Mozambique,MOZ,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,266,258,244,231,216,205,195,188,181,..
Mozambique,MOZ,Income share held by highest 10%,SI.DST.10TH.10,36.8,..,..,..,..,..,45.5,..,..,..
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.459,54.096,54.7,55.288,55.878,56.483,57.099,57.714,58.311,..
Myanmar,MMR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.035,20.417,19.855,19.363,18.936,18.568,18.259,18.004,17.794,..
Myanmar,MMR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.61
Myanmar,MMR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,229,199,171,149,132,120,113,108,103,..
Myanmar,MMR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,31.7,..,..
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.501,64.838,65.178,65.506,65.805,66.066,66.285,66.464,66.612,..
Namibia,NAM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.716,29.857,30.011,30.127,30.162,30.09,29.897,29.587,29.181,..
Namibia,NAM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,3.94
Namibia,NAM,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,194,218,250,278,295,303,315,323,325,..
Namibia,NAM,Income share held by highest 10%,SI.DST.10TH.10,..,51.8,..,..,..,..,..,..,..,..
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.697,56.883,58.189,59.527,60.815,61.982,62.981,63.782,64.388,..
Nauru,NRU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,24.07
Nauru,NRU,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.637,23.711,22.83,22.031,21.34,20.769,20.318,19.973,19.71,..
Nepal,NPL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.26
Nepal,NPL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,95,85,74,64,58,53,50,49,51,..
Nepal,NPL,Income share held by highest 10%,SI.DST.10TH.10,..,..,26.4,..,..,..,..,..,..,..
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.036,67.484,67.914,68.329,68.732,69.126,69.511,69.887,70.253,..
Netherlands,NLD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.2,11.2,11.1,10.8,10.5,10.2,10.4,10.1,10.1,..
Netherlands,NLD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.29
Netherlands,NLD,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,Income share held by highest 10%,SI.DST.10TH.10,23.7,22.4,22.4,22.6,22.5,22.7,23.3,23.9,..,..
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.2512195121951,80.5487804878049,80.7024390243902,81.2048780487805,81.1048780487805,81.3048780487805,81.7073170731707,81.509756097561,81.509756097561,..
New Caledonia,NCL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.5,16.7,16.7,16.2,16.9,16.6,16.3,15.4,15.4,..
New Caledonia,NCL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,23.36
New Caledonia,NCL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6804878048781,76.9804878048781,77.2591221344293,76.6468353787517,77.0690703645998,77.1762108738893,77.2528725957226,77.2443035079364,76.9615007371216,..
New Zealand,NZL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.1,14.53,14.68,14,13.87,13.2,12.68,13.27,12.65,..
New Zealand,NZL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.08
New Zealand,NZL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.3512195121951,80.7024390243902,80.7024390243902,80.9048780487805,81.1560975609756,81.4073170731707,81.4048780487805,81.4568292682927,81.6124390243903,..
Nicaragua,NIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.037,22.61,22.163,21.702,21.24,20.788,20.35,19.925,19.511,..
Nicaragua,NIC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,11.47
Nicaragua,NIC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,164,158,155,150,144,136,130,126,122,..
Nicaragua,NIC,Income share held by highest 10%,SI.DST.10TH.10,..,34.2,..,..,..,..,37.2,..,..,..
Nicaragua,NIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.028,73.369,73.699,74.016,74.319,74.608,74.884,75.149,75.404,..
Niger,NER,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,50.73,50.377,50.034,49.701,49.377,49.058,48.745,48.438,48.136,..
Niger,NER,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.42
Niger,NER,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,84,78,71,67,63,61,59,58,56,..
Niger,NER,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,26.4,..,..,27,..,..,..
Niger,NER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.35,56.105,56.838,57.528,58.16,58.727,59.228,59.667,60.058,..
Nigeria,NGA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.875,41.622,41.344,41.03,40.674,40.275,39.838,39.372,38.887,..
Nigeria,NGA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.42
Nigeria,NGA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,36,35,36,36,37,37,39,40,42,..
Nigeria,NGA,Income share held by highest 10%,SI.DST.10TH.10,..,32.7,..,..,..,..,..,..,..,..
Nigeria,NGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.887,50.385,50.847,51.279,51.699,52.121,52.549,52.985,53.428,..
North America,NAC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.7337267927128,13.2825082398306,12.8116292715243,12.5308598511302,12.4401147666608,12.2395974019498,12.3290896764211,12.238829702305,12.2381970650245,..
North America,NAC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,10.4325606616571
North America,NAC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
North America,NAC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
North America,NAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.3009712547902,78.6429078763762,78.8046190842761,78.9205350915546,79.0251519728789,79.04492252419,79.1539746502362,79.0358831161833,79.0546521147339,..
Northern Mariana Islands,MNP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
Norway,NOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.7,12.8,12.6,12.2,12,11.6,11.5,11.3,11.2,..
Norway,NOR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.31
Norway,NOR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Norway,NOR,Income share held by highest 10%,SI.DST.10TH.10,21.8,21.3,21,20.5,20.8,21.3,21.6,22.3,..,..
Norway,NOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5926829268293,80.7951219512195,80.9975609756098,81.2951219512195,81.4512195121951,81.7512195121951,82.1,82.3048780487805,82.509756097561,..
Not classified,INX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
Not classified,INX,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..
Not classified,INX,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Not classified,INX,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Not classified,INX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.9353446623883,12.6643021351079,12.5299026005007,12.2994173834229,12.1994924501983,11.9350100539586,11.9263229866336,11.8092544418966,11.710500345053,..
OECD members,OED,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.21753179133551
OECD members,OED,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
OECD members,OED,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
OECD members,OED,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.9150198860391,79.1811555916233,79.3609720038013,79.6032892860593,79.7242641362052,79.9008377589556,80.1640205121128,80.0670701862348,80.1238944516365,..
Oman,OMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.932,21.996,21.978,21.818,21.496,21.009,20.365,19.591,18.732,..
Oman,OMN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,12.61
Oman,OMN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,65,56,48,42,40,39,38,36,33,..
Oman,OMN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
